playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8479395,2021,Dennis Cholowski,WSH,D,5on4,7,290.0,8.0,-1.45,0.51,0.81,0.25,0.82,0.33,0.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,5.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.74,0.07,0.07,0.07,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.09,0.09,0.09,1.43,0.07,0.07,0.07,0.07,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.02,0.0,0.0,0.09,0.09,0.09,2.23,0.54,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8480797,2021,Joel Farabee,PHI,L,other,41,2378.0,35.0,17.72,0.51,0.35,0.61,0.44,0.61,0.43,120.0,5.9,1.24,0.44,0.98,0.18,3.49,1.67,1.16,1.24,1.16,0.0,0.0,6.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,2.0,0.12,0.37,0.74,0.0,0.0,0.0,13.0,8.0,8.0,0.0,0.13,0.0,0.0,1.36,1.36,1.28,35.0,12.0,2.0,1.0,20.0,9.0,4.0,8.0,14.0,0.0,4.0,2922.0,0.0,0.0,0.0,2.0,36.45,8.51,5.78,8.51,5.78,35.0,15.0,21.0,71.0,1.0,3.0,0.0,23.0,14.0,13.0,0.85,1.91,5.75,0.0,0.0,1.0,71.0,50.0,50.0,0.95,0.79,1.09,8.37,8.37,5.7,22.58,8.05,7.93,8.05,7.93,25.0,7.0,13.0,45.0,8.0,1.0,0.0,13.0,9.0,10.0,0.49,0.95,6.61,1.0,1.0,6.0,45.0,32.0,32.0,0.33,0.45,0.45,7.94,7.94,7.84,5.56,10.44,69.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0
8480797,2021,Joel Farabee,PHI,L,all,41,42808.0,975.0,20.65,0.48,0.44,0.48,0.47,0.48,0.47,170.0,71.06,9.03,5.08,15.32,2.41,36.56,27.61,8.77,9.02,8.78,8.0,4.0,69.0,27.0,37.0,133.0,23.0,11.0,3.0,2.0,11.0,3.0,31.0,37.0,58.0,85.0,8.0,19.0,4.0,59.0,13.0,20.0,57.0,27.0,12.0,1.84,3.44,3.75,4.0,4.0,3.0,131.72,96.0,95.36,9.0,1.16,0.19,1.8,8.38,8.4,8.23,975.0,167.0,78.0,145.0,585.0,138.0,158.0,133.0,546.0,4.0,17.0,106662.0,19.0,29.0,13.0,26.0,348.59,37.2,33.76,36.89,33.46,340.0,138.0,168.0,646.0,37.0,29.0,3.0,324.0,110.0,44.0,9.02,13.59,14.59,14.0,13.0,10.0,637.59,478.0,473.2,5.77,5.2,5.42,37.54,37.3,34.19,383.29,39.7,38.71,40.03,39.04,406.0,120.0,164.0,690.0,34.0,19.0,5.0,369.0,120.0,37.0,11.16,14.35,14.19,8.0,12.0,14.0,700.56,526.0,531.63,5.69,4.49,4.49,40.9,41.27,40.58,80.97,102.37,1646.0,1851.0,0.0,0.0,0.0,0.0,0.0,0.0
8480797,2021,Joel Farabee,PHI,L,5on5,41,32069.0,756.0,20.65,0.46,0.44,0.46,0.47,0.45,0.47,198.0,49.51,5.94,3.35,11.63,1.62,24.98,18.48,5.77,5.94,5.77,8.0,4.0,49.0,17.0,26.0,92.0,21.0,9.0,1.0,2.0,10.0,3.0,21.0,22.0,40.0,57.0,7.0,17.0,3.0,56.0,10.0,14.0,41.0,16.0,9.0,1.35,2.09,2.5,4.0,2.0,3.0,90.72,66.0,65.36,7.0,0.7,0.03,1.68,4.96,4.98,4.91,756.0,104.0,65.0,138.0,449.0,110.0,127.0,104.0,415.0,3.0,9.0,88464.0,17.0,25.0,11.0,18.0,245.32,21.43,20.86,21.13,20.57,241.0,93.0,117.0,451.0,29.0,20.0,2.0,240.0,71.0,23.0,6.74,8.75,5.94,14.0,10.0,5.0,442.59,334.0,329.2,3.33,3.63,3.56,21.21,20.95,20.68,294.42,24.74,24.07,25.07,24.4,308.0,96.0,124.0,528.0,20.0,16.0,5.0,296.0,90.0,18.0,9.04,10.88,4.82,7.0,8.0,5.0,538.56,404.0,409.63,4.02,3.25,3.25,25.52,25.89,25.46,58.99,73.7,1345.0,1494.0,1.08,0.84,24.0,15.0,22.0,14.0
8480797,2021,Joel Farabee,PHI,L,4on5,41,3361.0,93.0,18.07,0.19,0.15,0.15,0.15,0.16,0.18,123.0,5.23,0.52,0.28,0.72,0.15,1.61,3.71,0.52,0.52,0.52,0.0,0.0,7.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,0.13,0.39,0.0,0.0,1.0,0.0,8.0,7.0,7.0,2.0,0.06,0.0,0.0,0.58,0.58,0.58,93.0,0.0,11.0,5.0,77.0,2.0,19.0,11.0,61.0,0.0,2.0,7347.0,0.0,0.0,0.0,0.0,9.74,1.13,1.13,1.13,1.13,12.0,1.0,3.0,16.0,2.0,0.0,0.0,8.0,4.0,1.0,0.21,0.49,0.43,0.0,1.0,1.0,16.0,13.0,13.0,0.12,0.0,0.0,1.26,1.26,1.26,48.23,4.79,4.67,4.79,4.67,50.0,16.0,23.0,89.0,3.0,0.0,0.0,45.0,15.0,6.0,1.2,1.86,1.73,0.0,1.0,2.0,89.0,66.0,66.0,1.08,0.0,0.0,5.87,5.87,5.71,2.22,12.81,35.0,198.0,0.01,0.0,1.0,0.0,1.0,0.0
8480797,2021,Joel Farabee,PHI,L,5on4,41,5000.0,91.0,18.68,0.83,0.87,0.82,0.87,0.81,0.86,175.0,9.08,1.17,0.92,1.75,0.39,5.83,2.93,1.16,1.17,1.16,0.0,0.0,5.0,8.0,4.0,17.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,4.0,4.0,12.0,1.0,2.0,1.0,1.0,1.0,2.0,8.0,4.0,1.0,0.18,0.49,0.5,0.0,1.0,0.0,17.0,13.0,13.0,0.0,0.25,0.16,0.13,1.28,1.28,1.28,91.0,51.0,0.0,1.0,39.0,17.0,8.0,10.0,56.0,1.0,1.0,6190.0,2.0,4.0,2.0,5.0,54.01,5.66,5.55,5.66,5.55,48.0,28.0,23.0,99.0,5.0,6.0,1.0,52.0,17.0,7.0,1.16,2.03,2.47,0.0,2.0,3.0,99.0,76.0,76.0,1.29,0.78,0.78,6.17,6.17,6.05,12.98,1.16,1.11,1.16,1.11,17.0,1.0,3.0,21.0,2.0,1.0,0.0,13.0,4.0,1.0,0.3,0.49,0.37,0.0,2.0,0.0,21.0,18.0,18.0,0.15,0.37,0.37,0.95,0.95,0.93,11.65,1.8,166.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8470755,2021,Brad Richardson,CGY,R,other,27,173.0,3.0,1.01,0.57,0.7,0.2,0.39,0.25,0.39,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1532.0,0.0,0.0,0.0,0.0,0.47,0.51,0.51,0.51,0.51,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.51,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.51,0.51,0.51,2.2,0.38,0.38,0.38,0.38,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.06,0.0,0.32,0.0,0.0,0.0,4.0,3.0,3.0,0.04,0.0,0.0,0.42,0.42,0.42,6.01,2.56,22.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8470755,2021,Brad Richardson,CGY,R,all,27,16095.0,403.0,1.76,0.41,0.57,0.43,0.56,0.43,0.55,297.0,19.8,1.78,1.31,4.94,0.64,11.28,8.05,1.75,1.84,1.81,1.0,1.0,19.0,9.0,8.0,36.0,4.0,2.0,1.0,1.0,6.0,0.0,13.0,6.0,17.0,26.0,8.0,27.0,80.0,40.0,3.0,3.0,20.0,6.0,2.0,0.52,0.66,0.6,0.0,0.0,2.0,37.17,28.0,29.12,2.0,0.27,0.01,0.36,1.69,1.75,1.72,403.0,52.0,43.0,48.0,260.0,46.0,65.0,40.0,252.0,80.0,56.0,82391.0,27.0,13.0,5.0,9.0,108.05,7.83,7.69,8.04,7.89,103.0,49.0,49.0,201.0,6.0,5.0,2.0,126.0,17.0,9.0,3.19,1.85,2.8,2.0,0.0,4.0,208.81,152.0,157.81,1.34,0.94,0.94,8.24,8.45,8.37,145.73,11.4,11.15,11.12,10.88,142.0,59.0,63.0,264.0,8.0,5.0,0.0,147.0,49.0,5.0,3.93,6.06,1.42,3.0,4.0,1.0,253.02,201.0,194.02,2.09,0.8,0.8,12.69,12.38,12.14,81.49,61.57,1471.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0
8470755,2021,Brad Richardson,CGY,R,5on5,27,15270.0,368.0,1.76,0.43,0.56,0.45,0.56,0.45,0.55,275.0,19.8,1.78,1.31,4.94,0.64,11.28,8.05,1.75,1.84,1.81,1.0,1.0,19.0,9.0,8.0,36.0,4.0,2.0,1.0,1.0,6.0,0.0,13.0,6.0,17.0,26.0,8.0,27.0,74.0,39.0,3.0,3.0,20.0,6.0,2.0,0.52,0.66,0.6,0.0,0.0,2.0,37.17,28.0,29.12,2.0,0.27,0.01,0.36,1.69,1.75,1.72,368.0,48.0,35.0,46.0,239.0,42.0,56.0,35.0,235.0,74.0,49.0,63878.0,27.0,11.0,4.0,9.0,107.58,7.33,7.18,7.53,7.38,102.0,49.0,49.0,200.0,5.0,5.0,2.0,126.0,17.0,8.0,3.19,1.85,2.29,2.0,0.0,3.0,207.81,151.0,156.81,1.34,0.94,0.94,7.73,7.94,7.86,132.81,9.77,9.58,9.49,9.31,133.0,51.0,60.0,244.0,8.0,4.0,0.0,138.0,42.0,4.0,3.59,5.07,1.1,3.0,4.0,1.0,233.02,184.0,177.02,1.81,0.61,0.61,10.96,10.65,10.48,49.33,38.53,1102.0,867.0,0.49,0.35,11.0,7.0,8.0,7.0
8470755,2021,Brad Richardson,CGY,R,4on5,27,566.0,24.0,0.85,0.0,0.28,0.0,0.19,0.0,0.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,8.0,1.0,14.0,4.0,6.0,2.0,12.0,3.0,0.0,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,1.21,1.14,1.21,1.14,7.0,6.0,2.0,15.0,0.0,1.0,0.0,6.0,7.0,0.0,0.22,0.99,0.0,0.0,0.0,0.0,15.0,13.0,13.0,0.23,0.19,0.19,1.25,1.25,1.18,2.18,5.67,25.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
8470755,2021,Brad Richardson,CGY,R,5on4,27,86.0,8.0,0.83,0.0,0.92,0.0,0.87,0.0,0.85,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,5.0,0.0,3.0,1.0,4.0,1.0,1.0,2397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.05,0.05,0.05,0.05,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.05,0.05,0.05,4.42,0.39,75.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8479322,2021,Wade Allison,PHI,R,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479322,2021,Wade Allison,PHI,R,all,1,496.0,12.0,0.15,0.47,0.63,0.64,0.57,0.6,0.57,12.0,1.6,0.14,0.13,0.36,0.06,0.73,0.59,0.14,0.13,0.13,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.87,2.0,1.92,0.0,0.03,0.0,0.0,0.16,0.16,0.16,12.0,3.0,1.0,4.0,4.0,4.0,0.0,1.0,7.0,0.0,0.0,3104.0,0.0,0.0,0.0,0.0,4.25,0.19,0.19,0.18,0.18,4.0,2.0,3.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,8.44,6.0,5.76,0.05,0.0,0.0,0.24,0.23,0.23,2.83,0.21,0.21,0.22,0.22,3.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.0,1.0,0.0,5.29,4.0,4.11,0.04,0.0,0.0,0.25,0.26,0.26,3.37,1.96,53.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8479322,2021,Wade Allison,PHI,R,5on5,1,425.0,10.0,0.15,0.47,0.36,0.62,0.49,0.6,0.48,12.0,1.6,0.14,0.13,0.36,0.06,0.73,0.59,0.14,0.13,0.13,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.87,2.0,1.92,0.0,0.03,0.0,0.0,0.16,0.16,0.16,10.0,2.0,1.0,4.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,2364.0,0.0,0.0,0.0,0.0,4.25,0.19,0.19,0.18,0.18,4.0,2.0,2.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,7.44,6.0,5.76,0.05,0.0,0.0,0.24,0.23,0.23,2.83,0.21,0.21,0.22,0.22,3.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.0,1.0,0.0,5.29,4.0,4.11,0.04,0.0,0.0,0.25,0.26,0.26,0.81,1.44,31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8479322,2021,Wade Allison,PHI,R,4on5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479322,2021,Wade Allison,PHI,R,5on4,1,71.0,2.0,0.15,0.0,1.0,1.0,0.94,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8474034,2021,Pat Maroon,TBL,L,other,58,393.0,3.0,7.57,0.56,0.41,0.83,0.53,0.83,0.54,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2306.0,0.0,0.0,0.0,0.0,7.24,1.61,1.53,1.61,1.53,7.0,3.0,5.0,15.0,3.0,0.0,0.0,7.0,0.0,3.0,0.36,0.0,1.26,2.0,0.0,1.0,15.0,10.0,10.0,0.17,0.0,0.0,1.78,1.78,1.68,1.3,1.29,1.27,1.29,1.27,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.29,0.0,0.0,1.0,3.0,2.0,2.0,0.01,0.0,0.0,1.31,1.31,1.29,7.01,10.3,64.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
8474034,2021,Pat Maroon,TBL,L,all,58,44424.0,969.0,23.68,0.58,0.49,0.55,0.49,0.55,0.5,514.0,74.38,9.21,5.86,14.15,2.19,36.8,26.79,8.98,9.35,9.11,5.0,8.0,78.0,17.0,12.0,107.0,22.0,9.0,4.0,2.0,14.0,0.0,23.0,45.0,69.0,86.0,19.0,59.0,11.0,112.0,11.0,11.0,53.0,31.0,11.0,1.65,3.98,3.58,2.0,2.0,5.0,108.83,95.0,96.41,1.0,1.29,0.62,2.06,8.43,8.54,8.43,969.0,110.0,88.0,151.0,620.0,160.0,147.0,150.0,512.0,11.0,13.0,167623.0,59.0,51.0,14.0,6.0,375.04,37.5,36.47,37.91,36.86,379.0,136.0,143.0,658.0,41.0,26.0,8.0,365.0,111.0,39.0,10.99,13.16,13.35,17.0,6.0,18.0,667.42,515.0,520.6,6.04,6.61,6.61,36.94,37.18,36.49,309.14,27.03,26.49,26.85,26.34,310.0,112.0,121.0,543.0,18.0,16.0,3.0,314.0,89.0,19.0,10.24,10.86,5.93,6.0,7.0,5.0,537.51,422.0,417.97,4.39,3.43,3.43,28.0,27.88,27.56,143.68,150.78,2474.0,2575.0,0.0,0.0,0.0,0.0,0.0,0.0
8474034,2021,Pat Maroon,TBL,L,5on5,58,39286.0,850.0,23.68,0.54,0.52,0.52,0.5,0.52,0.51,480.0,63.39,7.0,4.78,12.3,1.85,31.36,23.7,6.89,7.14,7.02,4.0,6.0,67.0,14.0,11.0,92.0,16.0,6.0,3.0,0.0,13.0,0.0,22.0,37.0,61.0,75.0,18.0,57.0,9.0,108.0,11.0,7.0,45.0,29.0,7.0,1.49,3.73,1.78,2.0,2.0,2.0,93.83,81.0,82.41,1.0,1.01,0.57,0.51,7.5,7.6,7.52,850.0,81.0,86.0,146.0,537.0,135.0,138.0,126.0,451.0,9.0,10.0,131085.0,57.0,49.0,13.0,6.0,312.13,28.45,27.87,28.86,28.25,315.0,114.0,122.0,551.0,30.0,21.0,6.0,305.0,98.0,26.0,9.35,11.84,7.26,14.0,6.0,10.0,560.42,429.0,434.6,4.61,4.93,4.93,28.13,28.38,28.07,293.94,24.68,24.16,24.51,24.01,297.0,105.0,115.0,517.0,17.0,15.0,3.0,301.0,85.0,16.0,9.89,10.37,4.43,6.0,7.0,4.0,511.51,402.0,397.97,4.16,3.41,3.41,25.43,25.31,25.01,94.16,86.87,1904.0,1889.0,0.59,0.44,15.0,13.0,12.0,8.0
